ID,Player,Team,Position,Year,Week,Home,Atts,Comps,Comp %,Yards,Yards per Att,Yards per Comp,Ints,TDs,Two Pts,Two Pt Atts,Tgt,Rec,Rec %,Yards,Yards per Tgt,Yards per Rec,Yards after Catch,TDs,Two Pts,Carries,Yards,YPC,Yards after Catch,TDs,Two Pts,Fumbles,Fumbles Lost,Fantasy Pts,passingAttsGm,passingCmpsGm,passingCmpPerGm,passingYardsGm,passingIntsGm,passingTDsGm,passingTwoPtsGm,passingTwoPtAttsGm,yardsPerAttGm,yardsPerCmpGm,receivingTargetsGm,receivingReceptionsGm,receivingYardsGm,receivingYardsAfterCatchGm,receivingTDsGm,receivingTwoPtsGm,catchPerGm,yardsPerTarGm,yardsPerCatGm,rushingAttemptsGm,rushingYardsGm,rushingYardsAfterContactGm,rushingTDsGm,rushingTwoPtsGm,yardsPerCarryGm,fumblesGm,fumblesLostGm,fantasyPtsGmattemptsTot,completionsTot,pYardsTot,interceptionsTot,pTdsTot,pTwoPtsTot,pTwoPtAttsTot,targetsTot,receptionsTot,rYardsTot,yardsAfterCatchTot,rTdsTot,rTwoPtsTot,carriesTot,ruYardsTot,yardsAfterContactTot,ruTdsTot,ruTwoPtsTot,fumblesTot,fumblesLostTot,fantasyPtsTotal
00-0026201,Martellus Bennett,GB,TE,2017,1,true,0,0,0.0,0,0.0,0.0,0,0,0,0,6,3,0.0,43,7.0,0.0,26,0,0,0,0,0.0,0,0,0,0,0,4.3,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,6.0,3.0,43.0,26.0,0.0,0.0,0.5,7.166666666666667,14.333333333333334,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,4.30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,43.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3
00-0026213,Jamaal Charles,DEN,RB,2017,1,true,0,0,0.0,0,0.0,0.0,0,0,0,0,1,0,0.0,0,0.0,0.0,0,0,0,10,40,4.0,0,0,0,1,1,2.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,10.0,40.0,0.0,0.0,0.0,Infinity,1.0,1.0,2.00.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,0.0,0.0,0.0,1.0,1.0,2.0
00-0026345,Pierre Garcon,SF,WR,2017,1,true,0,0,0.0,0,0.0,0.0,0,0,0,0,10,6,0.0,81,8.0,0.0,43,0,0,0,0,0.0,0,0,0,0,0,8.1,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,10.0,6.0,81.0,43.0,0.0,0.0,0.6,8.1,13.5,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,8.10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,81.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1
00-0026498,Matthew Stafford,DET,QB,2017,1,true,41,29,0.0,292,7.0,10.0,1,4,2,0,0,0,0.0,0,0.0,0.0,0,0,0,2,14,7.0,0,0,0,0,0,31.08,41.0,29.0,1.4137931034482758,292.0,1.0,4.0,2.0,0.0,7.121951219512195,10.068965517241379,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,2.0,14.0,0.0,0.0,0.0,0.34146341463414637,0.0,0.0,31.0841.0,29.0,292.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,31.08
00-0026625,Brian Hoyer,SF,QB,2017,1,true,35,24,0.0,193,5.0,8.0,1,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,1,-5,-5.0,0,0,0,1,1,3.2199999999999998,35.0,24.0,1.4583333333333333,193.0,1.0,0.0,0.0,0.0,5.514285714285714,8.041666666666666,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,1.0,-5.0,0.0,0.0,0.0,-0.14285714285714285,1.0,1.0,3.219999999999999835.0,24.0,193.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-5.0,0.0,0.0,0.0,1.0,1.0,3.2199999999999998
00-0026901,Mike Wallace,BAL,WR,2017,1,false,0,0,0.0,0,0.0,0.0,0,0,0,0,1,1,1.0,8,8.0,0.0,2,0,0,0,0,0.0,0,0,0,0,0,0.8,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,1.0,1.0,8.0,2.0,0.0,0.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.80.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
00-0026983,Darrius Heyward-Bey,PIT,WR,2017,1,false,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0026986,Michael Crabtree,OAK,WR,2017,1,false,0,0,0.0,0,0.0,0.0,0,0,0,0,7,6,0.0,83,11.0,0.0,33,0,0,0,0,0.0,0,0,0,0,0,8.3,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,7.0,6.0,83.0,33.0,0.0,0.0,0.8571428571428571,11.857142857142858,13.833333333333334,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,8.30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,83.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3
00-0026995,Jeremy Maclin,BAL,WR,2017,1,false,0,0,0.0,0,0.0,0.0,0,0,0,0,4,2,0.0,56,14.0,0.0,54,1,0,0,0,0.0,0,0,0,0,0,11.600000000000001,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,4.0,2.0,56.0,54.0,1.0,0.0,0.5,14.0,28.0,0.0,0.0,0.0,1.0,0.0,NaN,0.0,0.0,11.6000000000000010.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,56.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.600000000000001
00-0027006,Kenny Britt,CLE,WR,2017,1,true,0,0,0.0,0,0.0,0.0,0,0,0,0,3,1,0.0,13,4.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1.3,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,3.0,1.0,13.0,0.0,0.0,0.0,0.3333333333333333,4.333333333333333,13.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,1.30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3
00-0027029,LeSean McCoy,BUF,RB,2017,1,true,0,0,0.0,0,0.0,0.0,0,0,0,0,6,5,0.0,49,8.0,0.0,39,0,0,22,110,5.0,0,0,0,0,0,15.9,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,6.0,5.0,49.0,39.0,0.0,0.0,0.8333333333333334,8.166666666666666,9.8,22.0,110.0,0.0,0.0,0.0,Infinity,0.0,0.0,15.90.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,49.0,39.0,0.0,0.0,22.0,110.0,0.0,0.0,0.0,0.0,0.0,15.9
00-0027057,Brandon Tate,BUF,WR,2017,1,true,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0027061,Jared Cook,OAK,TE,2017,1,false,0,0,0.0,0,0.0,0.0,0,0,0,0,5,5,1.0,56,11.0,0.0,17,0,0,0,0,0.0,0,0,0,0,0,5.6000000000000005,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,5.0,5.0,56.0,17.0,0.0,0.0,1.0,11.2,11.2,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,5.60000000000000050.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,56.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6000000000000005
00-0027125,Zach Miller,CHI,TE,2017,1,true,0,0,0.0,0,0.0,0.0,0,0,0,0,6,4,0.0,39,6.0,0.0,13,0,0,0,0,0.0,0,0,0,0,0,3.9000000000000004,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,6.0,4.0,39.0,13.0,0.0,0.0,0.6666666666666666,6.5,9.75,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,3.90000000000000040.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,39.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9000000000000004
00-0027325,LeGarrette Blount,PHI,RB,2017,1,false,0,0,0.0,0,0.0,0.0,0,0,0,0,1,1,1.0,1,1.0,0.0,1,1,0,14,46,3.0,0,0,0,0,0,10.7,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,14.0,46.0,0.0,1.0,0.0,Infinity,0.0,0.0,10.70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,46.0,0.0,0.0,0.0,0.0,0.0,10.7
00-0027531,Chris Ivory,JAX,RB,2017,1,false,0,0,0.0,0,0.0,0.0,0,0,0,0,2,1,0.0,11,5.0,0.0,11,0,0,9,42,4.0,0,0,0,0,0,5.300000000000001,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,2.0,1.0,11.0,11.0,0.0,0.0,0.5,5.5,11.0,9.0,42.0,0.0,0.0,0.0,Infinity,0.0,0.0,5.3000000000000010.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,11.0,11.0,0.0,0.0,9.0,42.0,0.0,0.0,0.0,0.0,0.0,5.300000000000001
00-0027654,Arrelious Benn,JAX,WR,2017,1,false,0,0,0.0,0,0.0,0.0,0,0,0,0,1,1,1.0,12,12.0,0.0,2,0,0,0,0,0.0,0,0,0,0,0,1.2000000000000002,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,1.0,1.0,12.0,2.0,0.0,0.0,1.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,1.20000000000000020.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2000000000000002
00-0027656,Rob Gronkowski,NE,TE,2017,1,true,0,0,0.0,0,0.0,0.0,0,0,0,0,6,2,0.0,33,5.0,0.0,4,0,0,0,0,0.0,0,0,0,0,0,3.3000000000000003,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,6.0,2.0,33.0,4.0,0.0,0.0,0.3333333333333333,5.5,16.5,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,3.30000000000000030.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,33.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3000000000000003
00-0027675,Ed Dickson,CAR,TE,2017,1,false,0,0,0.0,0,0.0,0.0,0,0,0,0,1,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.00.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0027681,Brandon LaFell,CIN,WR,2017,1,true,0,0,0.0,0,0.0,0.0,0,0,0,0,5,3,0.0,24,4.0,0.0,17,0,0,0,0,0.0,0,0,0,0,0,2.4000000000000004,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,5.0,3.0,24.0,17.0,0.0,0.0,0.6,4.8,8.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,2.40000000000000040.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,24.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4000000000000004
00-0027685,Emmanuel Sanders,DEN,WR,2017,1,true,0,0,0.0,0,0.0,0.0,0,0,0,0,6,3,0.0,26,4.0,0.0,15,0,0,0,0,0.0,0,0,0,0,0,2.6,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,6.0,3.0,26.0,15.0,0.0,0.0,0.5,4.333333333333333,8.666666666666666,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,2.60.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,26.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6
00-0027690,Eric Decker,TEN,WR,2017,1,true,0,0,0.0,0,0.0,0.0,0,0,0,0,8,3,0.0,10,1.0,0.0,2,0,0,0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,8.0,3.0,10.0,2.0,0.0,0.0,0.375,1.25,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,1.00.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
00-0027691,Andre Roberts,ATL,WR,2017,1,false,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0027696,Jimmy Graham,SEA,TE,2017,1,false,0,0,0.0,0,0.0,0.0,0,0,0,0,7,3,0.0,8,1.0,0.0,23,0,0,0,0,0.0,0,0,0,0,0,0.8,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,7.0,3.0,8.0,23.0,0.0,0.0,0.42857142857142855,1.1428571428571428,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.80.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,8.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
00-0027793,Antonio Brown,PIT,WR,2017,1,false,0,0,0.0,0,0.0,0.0,0,0,0,0,11,11,1.0,182,16.0,0.0,92,0,0,0,0,0.0,0,0,0,1,0,17.2,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,11.0,11.0,182.0,92.0,0.0,0.0,1.0,16.545454545454547,16.545454545454547,0.0,0.0,0.0,0.0,0.0,NaN,1.0,0.0,17.20.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,182.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.2
00-0027854,Sam Bradford,MIN,QB,2017,1,true,31,26,0.0,344,11.0,13.0,0,3,0,0,0,0,0.0,0,0.0,0.0,0,0,0,2,-3,-1.0,0,0,0,0,0,25.459999999999997,31.0,26.0,1.1923076923076923,344.0,0.0,3.0,0.0,0.0,11.096774193548388,13.23076923076923,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,2.0,-3.0,0.0,0.0,0.0,-0.0967741935483871,0.0,0.0,25.45999999999999731.0,26.0,344.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-3.0,0.0,0.0,0.0,0.0,0.0,25.459999999999997
00-0027873,Jermaine Gresham,ARI,TE,2017,1,false,0,0,0.0,0,0.0,0.0,0,0,0,0,4,3,0.0,15,3.0,0.0,4,0,0,0,0,0.0,0,0,0,0,0,1.5,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,4.0,3.0,15.0,4.0,0.0,0.0,0.75,3.75,5.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,1.50.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
00-0027874,Demaryius Thomas,DEN,WR,2017,1,true,0,0,0.0,0,0.0,0.0,0,0,0,0,8,5,0.0,67,8.0,0.0,13,0,0,0,0,0.0,0,0,0,0,0,6.7,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,8.0,5.0,67.0,13.0,0.0,0.0,0.625,8.375,13.4,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,6.70.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,67.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7
00-0027891,Golden Tate,DET,WR,2017,1,true,0,0,0.0,0,0.0,0.0,0,0,0,0,12,10,0.0,107,8.0,0.0,43,0,0,2,7,3.0,0,0,0,0,0,11.4,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,12.0,10.0,107.0,43.0,0.0,0.0,0.8333333333333334,8.916666666666666,10.7,2.0,7.0,0.0,0.0,0.0,Infinity,0.0,0.0,11.40.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,107.0,43.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,11.4
00-0027902,Dez Bryant,DAL,WR,2017,1,true,0,0,0.0,0,0.0,0.0,0,0,0,0,9,2,0.0,43,4.0,0.0,27,0,0,0,0,0.0,0,0,0,0,0,4.3,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,9.0,2.0,43.0,27.0,0.0,0.0,0.2222222222222222,4.777777777777778,21.5,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,4.30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,43.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3
00-0027939,Cam Newton,CAR,QB,2017,1,false,25,14,0.0,171,6.0,12.0,1,2,0,0,0,0,0.0,0,0.0,0.0,0,0,0,6,3,0.0,0,0,0,1,0,12.14,25.0,14.0,1.7857142857142858,171.0,1.0,2.0,0.0,0.0,6.84,12.214285714285714,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,6.0,3.0,0.0,0.0,0.0,0.12,1.0,0.0,12.1425.0,14.0,171.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,1.0,0.0,12.14
00-0027942,A.J. Green,CIN,WR,2017,1,true,0,0,0.0,0,0.0,0.0,0,0,0,0,10,5,0.0,74,7.0,0.0,20,0,0,0,0,0.0,0,0,0,0,0,7.4,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,10.0,5.0,74.0,20.0,0.0,0.0,0.5,7.4,14.8,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,7.40.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,74.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4
00-0027944,Julio Jones,ATL,WR,2017,1,false,0,0,0.0,0,0.0,0.0,0,0,0,0,5,4,0.0,66,13.0,0.0,28,0,0,0,0,0.0,0,0,0,0,0,6.6000000000000005,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,5.0,4.0,66.0,28.0,0.0,0.0,0.8,13.2,16.5,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,6.60000000000000050.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,66.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6000000000000005
00-0027966,Mark Ingram,NO,RB,2017,1,false,0,0,0.0,0,0.0,0.0,0,0,0,0,5,5,1.0,54,10.0,0.0,53,0,0,6,17,2.0,0,0,0,0,0,7.1000000000000005,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,5.0,5.0,54.0,53.0,0.0,0.0,1.0,10.8,10.8,6.0,17.0,0.0,0.0,0.0,Infinity,0.0,0.0,7.10000000000000050.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,54.0,53.0,0.0,0.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,7.1000000000000005
00-0027973,Andy Dalton,CIN,QB,2017,1,true,31,16,0.0,170,5.0,10.0,4,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,1,2,2.0,0,0,0,1,1,-3.0,31.0,16.0,1.9375,170.0,4.0,0.0,0.0,0.0,5.483870967741935,10.625,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,1.0,2.0,0.0,0.0,0.0,0.06451612903225806,1.0,1.0,-3.031.0,16.0,170.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,-3.0
00-0027981,Kyle Rudolph,MIN,TE,2017,1,true,0,0,0.0,0,0.0,0.0,0,0,0,0,3,3,1.0,26,8.0,0.0,3,1,0,0,0,0.0,0,0,0,0,0,8.6,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,3.0,3.0,26.0,3.0,1.0,0.0,1.0,8.666666666666666,8.666666666666666,0.0,0.0,0.0,1.0,0.0,NaN,0.0,0.0,8.60.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,26.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6
00-0027985,Lance Kendricks,GB,TE,2017,1,true,0,0,0.0,0,0.0,0.0,0,0,0,0,4,2,0.0,18,4.0,0.0,6,0,0,0,0,0.0,0,0,0,0,0,1.8,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,4.0,2.0,18.0,6.0,0.0,0.0,0.5,4.5,9.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,1.80.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8
00-0027994,Shane Vereen,NYG,RB,2017,1,false,0,0,0.0,0,0.0,0.0,0,0,0,0,10,9,0.0,51,5.0,0.0,42,0,0,0,0,0.0,0,0,0,0,0,5.1000000000000005,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,10.0,9.0,51.0,42.0,0.0,0.0,0.9,5.1,5.666666666666667,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,5.10000000000000050.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,51.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1000000000000005
00-0027996,Torrey Smith,PHI,WR,2017,1,false,0,0,0.0,0,0.0,0.0,0,0,0,0,3,1,0.0,30,10.0,0.0,15,0,0,0,0,0.0,0,0,0,0,0,3.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,3.0,1.0,30.0,15.0,0.0,0.0,0.3333333333333333,10.0,30.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,3.00.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
00-0028002,Randall Cobb,GB,WR,2017,1,true,0,0,0.0,0,0.0,0.0,0,0,0,0,13,9,0.0,85,6.0,0.0,66,0,0,0,0,0.0,0,0,0,0,0,8.5,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,13.0,9.0,85.0,66.0,0.0,0.0,0.6923076923076923,6.538461538461538,9.444444444444445,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,8.50.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,85.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5
00-0028009,DeMarco Murray,TEN,RB,2017,1,true,0,0,0.0,0,0.0,0.0,0,0,0,0,2,2,1.0,16,8.0,0.0,9,0,0,12,44,3.0,0,0,0,0,0,6.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,2.0,2.0,16.0,9.0,0.0,0.0,1.0,8.0,8.0,12.0,44.0,0.0,0.0,0.0,Infinity,0.0,0.0,6.00.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,16.0,9.0,0.0,0.0,12.0,44.0,0.0,0.0,0.0,0.0,0.0,6.0
00-0028063,Taiwan Jones,BUF,RB,2017,1,true,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0028064,Bilal Powell,NYJ,RB,2017,1,false,0,0,0.0,0,0.0,0.0,0,0,0,0,6,5,0.0,17,2.0,0.0,20,0,0,7,22,3.0,0,0,0,0,0,3.9000000000000004,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,NaN,6.0,5.0,17.0,20.0,0.0,0.0,0.8333333333333334,2.8333333333333335,3.4,7.0,22.0,0.0,0.0,0.0,Infinity,0.0,0.0,3.90000000000000040.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,17.0,20.0,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,3.9000000000000004
